Demand name,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88
Duesseldorf_Nuernberg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Duesseldorf_Wuerzburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Duesseldorf_Regensburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Dortmund,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Aachen,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Muenster,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Koblenz,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Siegen,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Wesel,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Berlin,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Leipzig,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Dresden,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Erfurt,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Chemnitz,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Schwerin,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Magdeburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Hamburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Bremen,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Kiel,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Oldenburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Bremerhaven,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Norden,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Hannover,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Bielefeld,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Braunschweig,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Osnabrueck,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Kassel,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Frankfurt,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Darmstadt,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Mannheim,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Kaiserslautern,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Giessen,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Trier,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Fulda,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Saarbruecken,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Stuttgart,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Karlsruhe,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Ulm,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Konstanz,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Freiburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Muenchen,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Augsburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Kempten,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Nuernberg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Bayreuth,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Wuerzburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Koeln_Regensburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Aachen,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Muenster,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Koblenz,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Siegen,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Wesel,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Berlin,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Leipzig,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Dresden,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Erfurt,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Chemnitz,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Schwerin,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Magdeburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Greifswald,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Hamburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Bremen,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Kiel,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Oldenburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Flensburg,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Bremerhaven,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Norden,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Hannover,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Bielefeld,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Braunschweig,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Osnabrueck,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Kassel,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
Dortmund_Frankfurt,6,6,2,5,2,5,3,4,5,2,2,2,2,5,4,3,2,4,3,2,1,4,2,3,2,1,2,4,2,2,3,1,1,5,6,1,2,1,3,2,3,2,5,3,2,1,3,1,1,2,1,4,3,2,2,4,3,3,4,4,4,2,2,3,1,3,2,1,4,2,4,2,2,5,2,2,1,1,4,1,1,3,1,4,1,2,4,1
